DATE,bit_price
3/28/19,4011.17
3/29/19,4091.01
3/30/19,4094.14
3/31/19,4094.99
4/1/19,4137.0
4/2/19,4901.93
4/3/19,4975.97
4/4/19,4906.49
4/5/19,5040.66
4/6/19,5049.22
4/7/19,5194.79
4/8/19,5285.54
4/9/19,5187.21
4/10/19,5318.58
4/11/19,5041.3
4/12/19,5078.19
4/13/19,5066.22
4/14/19,5164.27
4/15/19,5029.99
4/16/19,5202.9
4/17/19,5227.0
4/18/19,5280.49
4/19/19,5290.36
4/20/19,5319.89
4/21/19,5297.64
4/22/19,5387.6
4/23/19,5532.75
4/24/19,5441.9
4/25/19,5134.81
4/26/19,5159.51
4/27/19,5170.6
4/28/19,5155.0
4/29/19,5148.25
4/30/19,5270.69
5/1/19,5321.15
5/2/19,5390.01
5/3/19,5657.4
5/4/19,5770.01
5/5/19,5715.86
5/6/19,5687.9
5/7/19,5748.45
5/8/19,5948.41
5/9/19,6153.09
5/10/19,6343.14
5/11/19,7219.95
5/12/19,6979.76
5/13/19,7824.93
5/14/19,7990.92
5/15/19,8203.32
5/16/19,7878.96
5/17/19,7363.69
5/18/19,7262.4
5/19/19,8200.0
5/20/19,7999.54
5/21/19,7951.7
5/22/19,7626.48
5/23/19,7881.98
5/24/19,7994.88
5/25/19,8067.41
5/26/19,8760.03
5/27/19,8783.25
5/28/19,8686.5
5/29/19,8660.5
5/30/19,8273.57
5/31/19,8550.18
6/1/19,8558.01
6/2/19,8741.17
6/3/19,8015.01
6/4/19,7688.26
6/5/19,7766.91
6/6/19,7812.15
6/7/19,7992.17
6/8/19,7938.64
6/9/19,7623.84
6/10/19,8046.13
6/11/19,7918.2
6/12/19,8169.01
6/13/19,8256.0
6/14/19,8693.98
6/15/19,8861.33
6/16/19,8996.95
6/17/19,9346.47
6/18/19,9089.99
6/19/19,9283.99
6/20/19,9542.6
6/21/19,10175.88
6/22/19,10658.3
6/23/19,10808.53
6/24/19,11040.03
6/25/19,11736.99
6/26/19,12902.52
6/27/19,11127.4
6/28/19,12317.73
6/29/19,11913.73
6/30/19,10778.74
7/1/19,10570.62
7/2/19,10885.01
7/3/19,12022.61
7/4/19,11130.95
7/5/19,11038.61
7/6/19,11187.8
7/7/19,11478.9
7/8/19,12298.31
7/9/19,12559.46
7/10/19,12083.13
7/11/19,11323.95
7/12/19,11811.99
7/13/19,11408.1
7/14/19,10190.36
7/15/19,10855.56
7/16/19,9436.0
7/17/19,9708.55
7/18/19,10654.25
7/19/19,10548.04
7/20/19,10754.92
7/21/19,10633.54
7/22/19,10304.64
7/23/19,9833.19
7/24/19,9751.24
7/25/19,9880.67
7/26/19,9841.96
7/27/19,9468.92
7/28/19,9549.7
7/29/19,9503.32
7/30/19,9580.0
7/31/19,10099.0
8/1/19,10417.24
8/2/19,10533.07
8/3/19,10820.75
8/4/19,10997.82
8/5/19,11775.14
8/6/19,11440.08
8/7/19,12014.41
8/8/19,12017.89
8/9/19,11889.0
8/10/19,11283.82
8/11/19,11531.95
8/12/19,11387.38
8/13/19,10855.58
8/14/19,10105.34
8/15/19,10280.96
8/16/19,10368.83
8/17/19,10218.37
8/18/19,10309.04
8/19/19,10935.67
8/20/19,10770.99
8/21/19,10137.75
8/22/19,10088.89
8/23/19,10415.01
8/24/19,10156.0
8/25/19,10148.5
8/26/19,10373.75
8/27/19,10170.16
8/28/19,9710.38
8/29/19,9525.0
8/30/19,9580.6
8/31/19,9593.95
9/1/19,9769.64
9/2/19,10405.05
9/3/19,10628.46
9/4/19,10585.67
9/5/19,10574.27
9/6/19,10318.8
9/7/19,10484.87
9/8/19,10395.17
9/9/19,10310.01
9/10/19,10090.01
9/11/19,10169.49
9/12/19,10437.19
9/13/19,10381.91
9/14/19,10360.2
9/15/19,10306.65
9/16/19,10268.77
9/17/19,10185.14
9/18/19,10155.26
9/19/19,10304.94
9/20/19,10168.44
9/21/19,9982.39
9/22/19,10035.0
9/23/19,9683.89
9/24/19,8556.43
9/25/19,8446.57
9/26/19,8063.0
9/27/19,8193.98
9/28/19,8228.22
9/29/19,8063.06
9/30/19,8305.14
10/1/19,8323.43
10/2/19,8396.0
10/3/19,8241.25
10/4/19,8159.71
10/5/19,8152.99
10/6/19,7862.67
10/7/19,8224.82
10/8/19,8186.73
10/9/19,8600.0
10/10/19,8589.01
10/11/19,8263.64
10/12/19,8304.1
10/13/19,8280.01
10/14/19,8363.0
10/15/19,8156.52
10/16/19,7993.0
10/17/19,8077.0
10/18/19,7954.16
10/19/19,7965.27
10/20/19,8235.44
10/21/19,8214.58
10/22/19,8008.04
10/23/19,7473.42
10/24/19,7439.29
10/25/19,8704.85
10/26/19,9281.27
10/27/19,9570.58
10/28/19,9221.96
10/29/19,9431.27
10/30/19,9175.77
10/31/19,9146.75
11/1/19,9268.0
11/2/19,9320.0
11/3/19,9215.01
11/4/19,9414.0
11/5/19,9314.99
11/6/19,9343.11
11/7/19,9196.71
11/8/19,8758.69
11/9/19,8798.38
11/10/19,9036.82
11/11/19,8720.61
11/12/19,8823.65
11/13/19,8765.61
11/14/19,8630.01
11/15/19,8460.0
11/16/19,8488.0
11/17/19,8500.01
11/18/19,8160.73
11/19/19,8123.36
11/20/19,8082.96
11/21/19,7618.76
11/22/19,7296.45
11/23/19,7338.92
11/24/19,6906.25
11/25/19,7125.0
11/26/19,7155.0
11/27/19,7539.4
11/28/19,7413.05
11/29/19,7751.29
11/30/19,7551.7
12/1/19,7413.84
12/2/19,7315.09
12/3/19,7296.0
12/4/19,7185.57
12/5/19,7388.75
12/6/19,7560.76
12/7/19,7502.2
12/8/19,7520.0
12/9/19,7332.69
12/10/19,7215.69
12/11/19,7275.17
12/12/19,7194.19
12/13/19,7249.25
12/14/19,7059.55
12/15/19,7111.0
12/16/19,6877.04
12/17/19,6618.62
12/18/19,7309.12
12/19/19,7153.99
12/20/19,7189.87
12/21/19,7143.01
12/22/19,7550.0
12/23/19,7318.18
12/24/19,7259.87
12/25/19,7194.76
12/26/19,7195.0
12/27/19,7247.35
12/28/19,7303.7
12/29/19,7378.53
12/30/19,7191.0
12/31/19,7158.01
1/1/20,7174.32
1/2/20,6945.01
1/3/20,7335.54
1/4/20,7353.5
1/5/20,7348.69
1/6/20,7773.48
1/7/20,8169.95
1/8/20,8035.08
1/9/20,7813.78
1/10/20,8183.89
1/11/20,8002.89
1/12/20,8192.66
1/13/20,8109.62
1/14/20,8757.18
1/15/20,8831.86
1/16/20,8727.22
1/17/20,8875.81
1/18/20,8901.0
1/19/20,8710.41
1/20/20,8633.67
1/21/20,8730.0
1/22/20,8665.0
1/23/20,8386.63
1/24/20,8424.96
1/25/20,8304.04
1/26/20,8632.92
1/27/20,8903.24
1/28/20,9417.64
1/29/20,9270.0
1/30/20,9493.61
1/31/20,9343.28
2/1/20,9375.06
2/2/20,9314.06
2/3/20,9282.29
2/4/20,9158.57
2/5/20,9623.44
2/6/20,9765.96
2/7/20,9804.98
2/8/20,9911.13
2/9/20,10174.81
2/10/20,9854.5
2/11/20,10279.99
2/12/20,10344.01
2/13/20,10239.57
2/14/20,10380.0
2/15/20,9901.34
2/16/20,9915.04
2/17/20,9711.95
2/18/20,10191.51
2/19/20,9591.54
2/20/20,9610.05
2/21/20,9697.01
2/22/20,9668.26
2/23/20,9964.16
2/24/20,9668.08
2/25/20,9301.01
2/26/20,8776.01
2/27/20,8816.71
2/28/20,8713.16
2/29/20,8552.08
3/1/20,8490.3
3/2/20,8923.52
3/3/20,8769.67
3/4/20,8765.0
3/5/20,9053.56
3/6/20,9162.98
3/7/20,8885.68
3/8/20,8068.0
3/9/20,7945.03
3/10/20,7887.01
3/11/20,7957.02
3/12/20,4980.0
3/13/20,5592.77
3/14/20,5182.62
3/15/20,5327.12
3/16/20,5074.2
3/17/20,5361.77
3/18/20,5426.71
3/19/20,6219.99
3/20/20,6215.4
3/21/20,6168.72
3/22/20,5791.69
3/23/20,6583.38
3/24/20,6742.21
3/25/20,6752.83
3/26/20,6772.2
3/27/20,6320.46
3/28/20,6269.81
3/29/20,5897.55
3/30/20,6401.26
3/31/20,6434.73
4/1/20,6719.39
4/2/20,6789.84
4/3/20,6727.99
4/4/20,6896.6
4/5/20,6779.75
4/6/20,7320.07
4/7/20,7204.58
4/8/20,7343.65
4/9/20,7294.69
4/10/20,6892.54
4/11/20,6891.43
4/12/20,6860.97
4/13/20,6871.0
4/14/20,6865.72
4/15/20,6576.76
4/16/20,7123.29
4/17/20,7055.22
4/18/20,7271.53
4/19/20,7125.31
4/20/20,6832.57
4/21/20,6845.0
4/22/20,7143.99
4/23/20,7479.06
4/24/20,7514.64
4/25/20,7535.69
4/26/20,7765.79
4/27/20,7773.0
4/28/20,7774.39
4/29/20,8789.1
4/30/20,8652.3
5/1/20,8813.9
5/2/20,8992.0
5/3/20,8917.63
5/4/20,8900.29
5/5/20,9037.69
5/6/20,9132.24
5/7/20,10007.56
5/8/20,9790.23
5/9/20,9554.91
5/10/20,8773.89
5/11/20,8557.37
5/12/20,8809.14
5/13/20,9335.84
5/14/20,9815.22
5/15/20,9331.18
5/16/20,9353.26
5/17/20,9700.33
5/18/20,9733.21
5/19/20,9783.91
5/20/20,9497.76
5/21/20,9039.12
5/22/20,9173.23
5/23/20,9166.02
5/24/20,8673.64
5/25/20,8892.39
5/26/20,8836.77
5/27/20,9200.0
5/28/20,9593.72
5/29/20,9426.87
5/30/20,9684.6
5/31/20,9435.8
6/1/20,10212.38
6/2/20,9509.35
6/3/20,9672.67
6/4/20,9799.57
6/5/20,9568.95
6/6/20,9665.36
6/7/20,9764.0
6/8/20,9833.94
6/9/20,9778.6
6/10/20,9899.18
6/11/20,9258.7
6/12/20,9466.77
6/13/20,9477.17
6/14/20,9315.71
6/15/20,9437.23
6/16/20,9534.8
6/17/20,9460.53
6/18/20,9368.15
6/19/20,9285.54
6/20/20,9361.81
6/21/20,9279.68
6/22/20,9700.91
6/23/20,9623.74
6/24/20,9284.1
6/25/20,9232.84
6/26/20,9157.22
6/27/20,9001.24
6/28/20,9122.56
6/29/20,9191.05
6/30/20,9129.47
7/1/20,9239.09
7/2/20,9088.54
7/3/20,9050.05
7/4/20,9138.22
7/5/20,9088.52
7/6/20,9331.69
7/7/20,9263.56
7/8/20,9436.01
7/9/20,9230.48
7/10/20,9298.16
7/11/20,9235.0
7/12/20,9313.77
7/13/20,9230.14
7/14/20,9258.34
7/15/20,9194.51
7/16/20,9130.91
7/17/20,9147.65
7/18/20,9174.6
7/19/20,9221.71
7/20/20,9161.13
7/21/20,9396.65
7/22/20,9546.31
7/23/20,9612.05
7/24/20,9553.41
7/25/20,9709.02
7/26/20,9944.58
7/27/20,11108.44
7/28/20,10952.85
7/29/20,11100.39
7/30/20,11139.67
7/31/20,11372.76
8/1/20,11805.82
8/2/20,11050.03
8/3/20,11235.44
8/4/20,11198.04
8/5/20,11737.59
8/6/20,11766.62
8/7/20,11598.96
8/8/20,11780.14
8/9/20,11692.76
8/10/20,11896.19
8/11/20,11387.01
8/12/20,11563.16
8/13/20,11824.99
8/14/20,11785.29
8/15/20,11854.27
8/16/20,11924.0
8/17/20,12325.1
8/18/20,11983.52
8/19/20,11764.8
